65.4,9.6,,17.9,7.2,,,,,78.7,77.4,,75.1,91.1,12.9,74.7,22.6,72.3,56,3.34
72.1,14.1,,,13.7,,,,,83.3,,,80.1,90.6,0.5,83.7,30.9,68,34.5,3.58
64.8,28.6,,5.9,0.8,,,,,86.1,81.5,,88.5,94.8,1.4,75,29,67.4,51.5,2.79
55.2,34,,,10.8,,,,,87.7,,,83.9,92.5,0.1,77.5,35.2,66.6,49.6,3.38
72.5,7.6,,11.5,8.5,,,,,76.2,77.2,,82.4,91.5,9.3,71.8,17.7,68.7,51.5,3.33
96.4,,,3.6,,,,,,,77.8,,,96.3,0.4,73.7,33.2,69,46.4,1.98
27.3,,48,24,0.6,,,,,87,81.3,91.6,,92.8,0.5,73.5,40.2,69,42.6,2.07
48.6,45.1,,,5.2,1.1,,,88.2,87.8,,,88.4,95.2,12.8,50.7,35.1,69.7,47.3,1.51
79.5,,,19.5,1,,,,,84.9,80.6,,,91.8,0.4,81,27.6,67,42.7,3.11
52.1,47.2,,0.5,0.2,,,,,89.5,82.8,,88.7,94.7,0.5,69.3,34.4,68.9,43.9,2.56
12.7,,87.3,,,,,,,,,91.6,,92.3,1.1,83.3,41.6,65.6,39.2,2.25
75.8,5,,,19.2,,,,,85.1,,,82.8,93.9,0.4,77.9,37.2,74.6,41,3.29
85.3,,,14.7,,,,,,,71.5,,,91.5,12.4,69.3,15.7,71.7,55.1,2.95
58.4,24.8,,0.1,16.7,,,,,79.6,82,,80.1,90.3,2,75.7,20.6,62.5,44.5,5.02
41.3,1.5,26.8,18.8,2.4,9.2,,,84.5,84.1,77.1,89.6,82.9,91.2,1.3,82.3,27.3,62.5,51.5,4.07
90.2,9.8,,,,,,,,,,,83.4,95.9,0.4,67.4,38.7,65.7,43.4,1.21
49.7,0.8,35,14.2,0.4,,,,,86.8,79.9,90.7,86.6,95.5,0.3,72.7,33.5,69.3,43.8,2.26
60.6,31.3,,0.8,,7.4,,,83.1,,73.3,,85.8,92.8,0.8,65.7,36.6,74.1,43.9,2.42
70.2,,,28.6,1.2,,,,,85.5,81.6,,,94,1.1,73.7,27.3,60.6,41.8,2.64
72.9,20.7,,,6.4,,,,,90.4,,,84.2,97.9,1.8,78.9,30.7,66.2,46.8,3.12
54.1,12.6,4.2,14.6,14.6,,,,,82.6,71.9,84.8,82.1,86.4,1.8,80.5,30.6,68,50.1,3.91
78.6,20.2,,0.5,0.7,,,,,82.3,79.8,,83.1,89.8,7.4,75.9,23,68.2,52,3.63
78.7,4.2,,14.2,2.9,,,,,85.2,82.1,,82.8,98.6,6.8,72.2,26.5,71.4,49.1,3.5
48.4,3.8,47.5,,0.4,,,,,82.5,,93,92.7,93.5,1.7,80.3,28.4,68.1,57.3,3.01
43.4,56.2,,,0.4,,,,,84.8,,,85.1,94.3,1.4,63.5,29,59.1,46.5,2.87
70.4,,,22,7.6,,,,,83.4,78.5,,,94.5,0.2,85.2,24.3,62,37.1,5.27
41.9,53.9,,,4.3,,,,,82.9,,,79.8,88.3,4.6,69.6,23.8,58.5,45,3.34
77,22.1,,,1,,,,,86.9,,,84.7,94.6,0.8,65.7,33.7,59.7,38.5,2.61
74.4,11.4,,14.2,,,,,,,81.9,,87.9,96.6,2.6,77.1,31.1,62.8,46.4,3.29
82.8,5.1,,2.1,9.9,,,,,77.3,75.7,,82.1,90.6,9.5,76.8,23.4,73.2,47.6,4.38
87.2,6.1,,,6.7,,,,,87.4,,,86.1,95.7,1.3,75.5,29.5,76,53.3,1.9
69,9.3,,21.7,,,,,,,81.1,,85.4,95.6,0.3,77.5,27.4,60.7,45.1,2.52
84.8,14.2,,,1.1,,,,,88.3,,,85.4,92.4,2.6,79,39.9,70.4,36.5,3.25
50.4,49.6,,,,,,,,,,,86.7,95.5,0.6,70.6,30.8,66,49.8,2.58
69.3,5.2,,3.5,21.8,0.2,,,86,85.6,64,,84.9,93.8,4.9,61.6,32.2,74.5,54.1,1.53
72.2,27.7,,,0.2,,,,,85.5,,,86,92.4,1.3,77.3,31.6,69.9,53,2.56
53.4,17.4,,0.2,26.7,2.3,,,85,83.9,77,,66.9,95,2.6,69.9,27.4,72.5,52.2,2.89
50.4,34.9,,,14.7,,,,,87.1,,,79.9,94.9,,67,36.5,62.9,44.6,2.27
18.1,25.6,,,,56.4,,,84.5,,,,87.8,90.1,1,69.6,35.8,65.2,37.1,3.37
78.4,16.6,,,5,,,,,84.3,,,83.8,95.9,1.9,77.4,18,68.8,49.8,3.85
54.8,34.5,,,10.7,,,,,84.9,,,84.8,91.7,1.5,74.9,27.2,64.9,44.5,4.41
74.3,7.9,,,17.8,,,,,83.2,,,82.6,91.4,0.7,73.9,19.6,69.6,56.6,3.16
50.3,26,,,23.7,,,,,78.7,,,80.3,90.9,0.5,70.4,34,70.2,41.5,2.76
61.5,3.6,27.7,,7.2,,,,,81.6,,86.6,80.5,89.1,1.3,83.6,36,73.6,51.4,3.79
62.9,18.3,,9.3,9.5,,,,,79.8,72,,81,91,0.3,81.9,27.4,64.8,47.8,4.12
68.8,24.5,,,6.7,,,,,88.3,,,88.5,100.3,,56.8,34,64.1,42.4,1.09
65.2,0.4,,1.1,33.3,,,,,79.1,73.3,,85.3,89.6,1.5,72.4,26.5,63.7,48.4,3.17
65,28.5,,,5.9,0.6,,,86.8,84.5,,,84.9,92.7,7.6,74.9,28.3,70.1,51,3.62
60.9,11.3,,,27.8,,,,,84.3,,,87.9,94.1,0.8,70.8,34.2,67.8,40.2,2.79
69.5,30.5,,,,,,,,,,,81.3,90.2,0.6,85.9,27.3,58.5,51.2,3.34
57.5,32.3,,,10.2,,,,,76.3,,,74.6,85.1,5,76.8,16.8,66.4,57.6,3.09
64,35.8,,,0.2,,,,,85,,,83.5,94.7,1,75.3,28.6,57.6,53,2.54
57.7,42.3,,,,,,,,,,,84.1,93.9,0.8,65.2,29.5,58.2,45.9,1.21
59.7,,,26.4,13.8,,,,,82.2,77.1,,,92,0.6,83.1,26.5,63.6,42.4,4.38
58.1,41.9,,,,,,,,,,,78.3,85.7,1,78.3,31.5,64.4,48.1,3.43
67.7,14.9,,,,17.4,,,86.2,,,,80.3,91.3,0.4,76.1,37.2,70.2,43.3,2.86
72.7,,,26.9,0.4,,,,,87,81,,,91.7,0.5,76.1,25.5,57.8,46.8,2.3
58.5,35,,,6.6,,,,,78.9,,,80.6,89.7,6.7,72.1,21.4,64.4,56.7,2.55
58.9,20.9,,7.1,13,0.1,,,85,84.8,78.5,,85.4,91.8,3.1,73.9,22.7,73.1,50.9,3.9
85.3,14.6,,,0.1,,,,,88,,,86.2,94.9,3.5,78.4,25,67.5,52.4,3.43
43.1,34.1,0.1,,8.6,14.1,,,84.8,83.7,,,84.4,88.9,2.2,81.9,16.8,66.4,54.8,4.28
45.7,54.3,,,,,,,,,,,83.9,94.3,0.5,59.1,35.2,54.4,46.8,1.72
54.7,,,,,45.3,,,83.1,,,,,91.3,0.8,76.3,31.5,70.7,40.1,3.86
60,18.2,,,21.8,,,,,86.2,,,86.3,94.5,0.3,70.5,35.3,71.5,41.6,2.99
71,28.6,,0.2,0.2,,,,,90,82,,85.6,95.5,1,81,23.1,63,47.6,3.79
59.7,24.1,15.2,,1,,,,,82.6,,87.7,75.5,88.3,,81.3,33.2,64.4,44.6,3.15
61.9,37.9,,,0.2,,,,,93,,,89,97.3,0.1,62.1,37.2,68.8,44.6,1.43
62.3,,,37.7,,,,,,,86,,,95.3,1.7,69.8,36,62.2,42.8,2.41
63.8,,,,36.2,,,,,84.8,,,,92,1.2,69.4,30.4,69.7,47.9,3.25
56.8,35.6,,6.4,1,0.2,,,83,84.8,75.4,,80.8,91.4,1.5,72.1,23.9,60.9,54,2.18
72.8,27,,,0.2,,,,,82.5,,,79.9,93.1,1.5,80.2,23.8,64.8,54.3,3.3
54.8,11.5,,0.8,32.9,,,,,76,77.8,,81.4,89.1,10.3,72.6,23.7,68.8,57.1,2.97
61.8,38.1,,,0.1,,,,,82,,,83.1,90.8,,80.9,30.3,63.3,42.8,4.28
73,,14,12.1,0.9,,,,,87.1,78.2,90.8,,95.3,0.3,81.1,29.4,68.7,49.2,3.57
68.9,28.3,,,2.8,,,,,88.1,,,84.1,95.1,0.9,74.5,29.6,65.5,46.6,3.02
33.9,4.6,40.3,11.6,,9.7,,,87.8,,77.6,88,83.3,92.2,0.3,76.7,32.8,71.6,42.9,3.72
46.4,29,,19.3,5.3,,,,,76.1,75.2,,76.3,86.6,1.4,78.7,16.4,59.1,55.1,3.48
62.5,8.1,16.6,0.5,12.3,,,,,85.2,74.5,85.6,81.9,91,1.5,84,29.2,64.6,46.4,3.76
67.6,10.8,7.6,9.6,4.4,,,,,81.2,71.5,88.5,86.8,91,3.4,78.3,23.8,67.3,57.8,2.75
59.2,30.2,,10.1,0.5,,,,,86.3,81.6,,88,93.6,0.4,68.5,32.6,65.7,44.1,2.3
74.3,,5.6,2.9,17.2,,,,,87.8,81.1,88.3,,97.6,0.9,77.4,30,77.9,45.5,2.87
53.8,10.3,,17.6,18.4,,,,,87.8,81.2,,87.9,95.6,0.3,70,31.7,66.3,38.9,3.66
52.4,36,,11.4,0.2,,,,,87,80.2,,83.2,96.8,1.1,66.9,28.4,59.1,41.7,3.81
69.5,30.5,,,,,,,,,,,86.8,96.2,0.5,63.4,31.4,57.1,45,1.61
10.8,,89.2,,,,,,,,,90.8,,91.9,1.3,80.5,39.3,66,41.1,2.84
55.7,26.2,,1.4,16.7,,,,,83.7,74.5,,79.9,91.3,2.4,69,34.3,66,39,3.87
34,59.1,,,0.9,6,,,84.9,82.1,,,84.3,89.4,0.3,77.1,28.2,64.8,51.4,3.11
50.5,16.2,10,7.6,15.7,,,,,83.9,78.6,88.6,85.3,94.4,0.4,69,36,70.5,47.5,2.71
45.8,47.1,,0.8,6.3,,,,,77,72.1,,80.9,88.4,1.2,72,35,64.8,44.3,2.97
47.2,8.6,,42.4,1.8,,,,,82.3,74.1,,77,90.2,,75.3,25.8,57.9,52.6,3.29
77.8,13,,,9.2,,,,,73.8,,,67.1,79.6,3.4,88.6,28.2,71.3,58.6,3.66
52.3,23.5,,19.4,4.9,,,,,83,76.8,,83.8,92.9,,77,27.8,63.8,47.5,3
53.9,27.5,,18.2,0.4,,,,,87.5,73.6,,88.1,93.6,0.1,68.9,34.5,68.7,48.9,2.24
82.3,4,,8.7,5,,,,,81.1,77.1,,83.7,92.6,7.5,80.6,19.2,73.4,61.8,3.03
65.2,,,7.8,27.1,,,,,80.1,75.5,,,87.8,0.5,76.6,31.8,59.5,40.2,3.7
68,17.4,,,,14.7,,,86,,,,79.6,91.4,0.9,77.7,38.5,75.2,48.3,3.14
